City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Patricio,US,2021-04-10 15:44:04,28.017,-97.5169,73.0,73,75,23.02
296,Vostok,RU,2021-04-10 15:44:04,46.4856,135.8833,28.42,69,0,5.99
297,Ostrovnoy,RU,2021-04-10 15:43:07,68.0531,39.5131,35.85,79,90,33.82
298,Morondava,MG,2021-04-10 15:44:05,-20.2833,44.2833,80.28,68,67,11.45
299,Sunrise Manor,US,2021-04-10 15:44:05,36.2111,-115.0731,70.0,15,1,1.43
300,Lorengau,PG,2021-04-10 15:41:01,-2.0226,147.2712,80.11,80,100,15.46
301,Berlevag,NO,2021-04-10 15:44:05,70.8578,29.0864,29.84,70,84,10.96
302,Njombe,TZ,2021-04-10 15:44:06,-9.3333,34.7667,57.29,98,97,5.55
303,Ceres,US,2021-04-10 15:44:06,37.5949,-120.9577,50.0,71,1,11.5
304,Milkovo,RU,2021-04-10 15:44:06,54.7167,158.6167,18.99,94,82,1.3
305,Rimouski,CA,2021-04-10 15:44:07,48.4488,-68.524,39.2,75,34,19.57
306,Bor,RU,2021-04-10 15:44:07,56.3567,44.0669,48.2,34,0,4.47
307,Yarim,YE,2021-04-10 15:44:07,14.298,44.3779,61.97,30,43,13.0
308,Shimoda,JP,2021-04-10 15:44:07,34.6667,138.95,48.99,47,99,5.99
309,Altamira,BR,2021-04-10 15:44:08,-3.2033,-52.2064,86.0,74,40,3.44
310,Pembroke,CA,2021-04-10 15:42:41,45.8168,-77.1162,66.99,72,1,8.05
311,Hwange,ZW,2021-04-10 15:42:11,-18.3693,26.5019,75.83,39,0,4.56
312,Jaciara,BR,2021-04-10 15:44:08,-15.9653,-54.9683,88.7,44,28,6.15
313,Sitka,US,2021-04-10 15:44:08,57.0531,-135.33,32.0,93,90,5.75
314,Majene,ID,2021-04-10 15:42:11,-3.5403,118.9707,79.0,84,100,4.23
315,Traverse City,US,2021-04-10 15:40:59,44.7631,-85.6206,55.4,76,90,6.91
316,Menongue,AO,2021-04-10 15:44:09,-14.6585,17.691,71.22,60,80,4.45
317,Basoko,CD,2021-04-10 15:44:09,1.2391,23.616,83.48,63,97,2.75
318,Kloulklubed,PW,2021-04-10 15:44:09,7.0419,134.2556,78.8,89,75,9.98
319,Kununurra,AU,2021-04-10 15:39:35,-15.7667,128.7333,71.6,88,63,1.14
320,Porterville,US,2021-04-10 15:44:10,36.0652,-119.0168,55.0,76,1,5.75
321,The Valley,AI,2021-04-10 15:44:10,18.217,-63.0578,82.4,73,20,9.22
322,Sulangan,PH,2021-04-10 15:44:10,11.1373,123.7228,82.2,74,92,18.25
323,Islahiye,TR,2021-04-10 15:44:11,37.025,36.6306,51.01,76,75,14.97
324,Pa Sang,TH,2021-04-10 15:44:11,18.5262,98.9394,79.0,88,75,10.36
325,Codrington,AU,2021-04-10 15:44:11,-38.2667,141.9667,50.7,64,100,28.12
326,Nortelandia,BR,2021-04-10 15:44:12,-14.4547,-56.8028,88.52,51,79,4.88
327,Ambilobe,MG,2021-04-10 15:44:12,-13.2,49.05,76.03,87,66,3.15
328,Banda Aceh,ID,2021-04-10 15:44:12,5.5577,95.3222,80.47,80,58,8.84
329,Upernavik,GL,2021-04-10 15:44:12,72.7868,-56.1549,18.46,84,100,11.14
330,Kaeo,NZ,2021-04-10 15:44:13,-35.1,173.7833,63.0,97,52,3.0
331,Opunake,NZ,2021-04-10 15:44:13,-39.4556,173.8583,61.0,96,12,7.0
332,Pedernales,DO,2021-04-10 15:44:13,18.0384,-71.744,82.15,60,28,7.56
333,Bereda,ES,2021-04-10 15:44:14,43.2686,-7.5406,57.2,94,75,4.61
334,Banjar,ID,2021-04-10 15:44:14,-8.19,114.9675,82.4,89,20,5.75
335,Uvalde,US,2021-04-10 15:44:14,29.3669,-99.767,71.01,35,1,11.5
336,Tigil,RU,2021-04-10 15:44:15,57.8,158.6667,-4.23,100,85,3.13
337,Wajima,JP,2021-04-10 15:44:15,37.4,136.9,44.6,66,0,9.19
338,Marsh Harbour,BS,2021-04-10 15:44:15,26.5412,-77.0636,75.83,64,2,16.06
339,Gulfport,US,2021-04-10 15:44:15,30.3674,-89.0928,64.4,88,75,17.27
340,Karasjok,NO,2021-04-10 15:44:16,69.4719,25.5112,35.6,44,0,3.44
341,Beloha,MG,2021-04-10 15:44:16,-25.1667,45.05,74.61,76,5,11.92
342,Avare,BR,2021-04-10 15:44:16,-23.0986,-48.9258,80.38,35,39,4.16
343,Zabol,AF,2021-04-10 15:44:17,32.25,67.25,64.0,16,18,9.17
344,Bilibino,RU,2021-04-10 15:40:54,68.0546,166.4372,-13.92,85,99,5.48
345,Teahupoo,PF,2021-04-10 15:44:17,-17.8333,-149.2667,77.0,78,40,12.19
346,Towada,JP,2021-04-10 15:44:17,40.6127,141.2067,36.0,71,71,5.21
347,Caravelas,BR,2021-04-10 15:39:43,-17.7125,-39.2481,83.17,57,37,8.99
348,Singleton,AU,2021-04-10 15:44:18,-32.5667,151.1833,55.99,90,5,5.32
349,Tungor,RU,2021-04-10 15:44:18,53.3808,142.9564,25.56,89,24,10.27
350,Lavrentiya,RU,2021-04-10 15:42:38,65.5833,-171.0,-7.13,88,100,11.45
351,Arlit,NE,2021-04-10 15:41:06,18.7369,7.3853,102.85,4,0,8.88
352,Mount Isa,AU,2021-04-10 15:44:18,-20.7333,139.5,80.6,24,49,19.57
353,Ruyigi,BI,2021-04-10 15:44:19,-3.45,30.3167,60.78,96,87,3.04
354,Touros,BR,2021-04-10 15:43:26,-5.1989,-35.4608,84.2,70,40,11.5
355,Tautira,PF,2021-04-10 15:44:19,-17.7333,-149.15,77.0,78,40,12.06
356,Bud,US,2021-04-10 15:44:19,39.447,-86.1758,64.0,88,75,10.36
357,Arman,RU,2021-04-10 15:44:20,59.7,150.1667,8.11,76,65,10.51
358,Faanui,PF,2021-04-10 15:44:20,-16.4833,-151.75,81.72,75,97,9.89
359,Sisimiut,GL,2021-04-10 15:44:20,66.9395,-53.6735,27.57,81,98,5.28
360,Estreito,BR,2021-04-10 15:44:21,-5.7833,-43.25,86.43,51,100,6.08
361,Rocha,UY,2021-04-10 15:44:21,-34.4833,-54.3333,65.7,99,100,6.15
362,Yakeshi,CN,2021-04-10 15:44:21,49.2833,120.7333,35.76,38,74,5.46
363,Omsukchan,RU,2021-04-10 15:44:22,62.5333,155.8,-4.9,99,100,5.08
364,Troy,US,2021-04-10 15:39:49,42.6056,-83.1499,68.0,63,1,4.61
365,Kualakapuas,ID,2021-04-10 15:44:22,-3.0091,114.3876,77.0,94,90,3.44
366,Leshukonskoye,RU,2021-04-10 15:44:22,64.8989,45.7622,40.19,82,100,14.58
367,Jasper,US,2021-04-10 15:44:22,37.2001,-94.3502,50.0,81,75,16.11
368,North Bend,US,2021-04-10 15:44:23,43.4065,-124.2243,45.0,93,90,4.61
369,Dingle,PH,2021-04-10 15:44:23,10.9995,122.6711,76.44,79,66,5.66
370,Havoysund,NO,2021-04-10 15:41:21,70.9963,24.6622,35.6,55,75,18.41
371,Jatiroto,ID,2021-04-10 15:44:23,-7.8833,111.1167,75.83,90,100,2.1
372,Korla,CN,2021-04-10 15:44:24,41.7597,86.1469,59.38,39,2,5.19
373,Auki,SB,2021-04-10 15:44:24,-8.7676,160.7034,76.35,87,100,4.07
374,Uyuni,BO,2021-04-10 15:44:24,-20.4597,-66.825,60.96,22,14,12.73
375,Waingapu,ID,2021-04-10 15:44:25,-9.6567,120.2641,76.95,81,0,4.34
376,Kahului,US,2021-04-10 15:44:25,20.8947,-156.47,66.2,82,1,3.44
377,Susanville,US,2021-04-10 15:41:50,40.4163,-120.653,46.4,57,1,3.24
378,Vanimo,PG,2021-04-10 15:44:25,-2.6741,141.3028,76.41,90,100,5.1
379,Vardo,NO,2021-04-10 15:40:29,70.3705,31.1107,31.84,77,100,11.36
380,Carauari,BR,2021-04-10 15:44:26,-4.8828,-66.8958,84.92,72,100,1.97
381,Ewo,CG,2021-04-10 15:44:26,-0.8725,14.8206,83.1,62,100,6.53
382,Northam,GB,2021-04-10 15:44:26,51.0333,-4.2167,48.0,69,44,3.0
383,Tommot,RU,2021-04-10 15:44:27,58.9564,126.2925,8.51,92,100,5.84
384,Kasongo-Lunda,CD,2021-04-10 15:44:27,-6.4667,16.8167,74.08,92,100,0.65
385,High Level,CA,2021-04-10 15:44:27,58.5169,-117.136,10.4,72,75,25.32
386,Waddan,LY,2021-04-10 15:44:28,29.1614,16.139,74.03,23,64,17.27
387,Geraldton,AU,2021-04-10 15:44:28,-28.7667,114.6,77.0,47,90,21.85
388,Broome,US,2021-04-10 15:44:28,42.2506,-75.833,64.0,73,73,1.99
389,Omboue,GA,2021-04-10 15:44:28,-1.5746,9.2618,79.93,83,100,7.49
390,Ust-Tsilma,RU,2021-04-10 15:44:29,65.441,52.1498,40.64,71,100,14.41
391,Barreirinha,BR,2021-04-10 15:44:29,-2.7933,-57.07,84.24,75,29,4.0
392,Uglich,RU,2021-04-10 15:40:20,57.5275,38.3317,43.27,63,24,11.16
393,Meulaboh,ID,2021-04-10 15:44:29,4.1363,96.1285,78.98,85,95,1.59
394,Fernandez,AR,2021-04-10 15:44:30,-27.9204,-63.8935,70.92,78,100,15.37
395,Half Moon Bay,US,2021-04-10 15:44:30,37.4636,-122.4286,53.01,76,1,9.22
396,Pitelino,RU,2021-04-10 15:44:30,54.5777,41.8145,43.16,63,9,5.26
397,Beringovskiy,RU,2021-04-10 15:44:30,63.05,179.3167,5.16,94,100,17.69
398,Oruro,BO,2021-04-10 15:44:31,-17.9833,-67.15,57.2,51,75,6.91
399,Beira,MZ,2021-04-10 15:44:31,-19.8436,34.8389,80.6,69,20,9.06
400,Daru,PG,2021-04-10 15:44:31,-9.0763,143.2092,77.74,83,83,2.48
401,Clarence Town,AU,2021-04-10 15:44:32,-32.5833,151.7833,60.01,63,1,11.5
402,Gorin,RU,2021-04-10 15:44:32,51.1983,136.6669,31.46,81,28,5.1
403,Kenora,CA,2021-04-10 15:44:32,49.8167,-94.4337,39.2,81,40,8.05
404,Mwene-Ditu,CD,2021-04-10 15:44:32,-7.0,23.45,69.67,91,98,7.49
405,Santa Rosa,PH,2021-04-10 15:44:33,14.3122,121.1114,81.0,74,20,9.22
406,Vila Franca Do Campo,PT,2021-04-10 15:44:33,37.7167,-25.4333,60.8,100,75,13.8
407,Fairbanks,US,2021-04-10 15:40:08,64.8378,-147.7164,-20.2,69,1,8.05
408,Bathurst,AU,2021-04-10 15:44:33,-33.4166,149.5806,46.0,86,34,9.15
409,Dhidhdhoo,MV,2021-04-10 15:44:34,6.8833,73.1,83.91,63,11,0.94
410,Novo Aripuana,BR,2021-04-10 15:44:34,-5.1206,-60.3797,88.7,58,100,0.47
411,Retalhuleu,GT,2021-04-10 15:44:34,14.5333,-91.6833,82.4,78,20,3.85
412,Bowen,AU,2021-04-10 15:44:34,-20.0167,148.2333,75.2,94,90,4.61
413,Camopi,GF,2021-04-10 15:44:35,3.1655,-52.3158,79.27,89,96,3.09
414,Houma,US,2021-04-10 15:43:05,29.5958,-90.7195,62.6,94,75,11.5
415,Kortkeros,RU,2021-04-10 15:44:35,61.8106,51.5806,42.8,39,0,6.71
416,Teyateyaneng,LS,2021-04-10 15:44:36,-29.1472,27.7489,66.47,34,22,3.27
417,Teya,RU,2021-04-10 15:44:36,60.3778,92.6267,10.04,98,29,2.86
418,Hantsport,CA,2021-04-10 15:44:36,45.0668,-64.1654,50.0,43,81,3.44
419,Ahipara,NZ,2021-04-10 15:44:37,-35.1667,173.1667,63.9,94,24,0.96
420,Teguise,ES,2021-04-10 15:44:37,29.0605,-13.564,75.2,41,20,11.5
421,Bajil,YE,2021-04-10 15:44:37,15.0584,43.2851,89.11,35,6,3.62
422,Mateo,HN,2021-04-10 15:44:37,14.0833,-87.3167,75.2,69,40,11.5
423,Makushino,RU,2021-04-10 15:44:38,55.2103,67.2442,34.47,97,100,6.24
424,Agdam,AZ,2021-04-10 15:44:38,39.991,46.9274,59.23,75,100,2.64
425,Nabisar,PK,2021-04-10 15:44:38,25.0685,69.6419,88.68,12,0,9.53
426,East Point,US,2021-04-10 15:44:39,33.6796,-84.4394,62.6,94,90,9.22
427,Lata,PT,2021-04-10 15:44:39,40.1629,-8.3327,62.01,88,75,5.75
428,Yining,CN,2021-04-10 15:44:39,29.0361,114.5636,56.35,97,100,1.32
429,Waterloo,CA,2021-04-10 15:41:49,43.4668,-80.5164,64.99,67,20,11.5
430,Pangkalanbuun,ID,2021-04-10 15:44:39,-2.6833,111.6167,75.51,94,45,0.76
431,Muisne,EC,2021-04-10 15:44:40,0.6,-80.0333,84.2,89,20,5.75
432,Azua,DO,2021-04-10 15:44:40,18.4532,-70.7349,82.4,61,40,9.22
433,Isabela,PH,2021-04-10 15:43:18,6.7085,121.9711,77.0,94,90,2.3
434,Richards Bay,ZA,2021-04-10 15:44:40,-28.783,32.0377,74.12,77,3,11.16
435,Salalah,OM,2021-04-10 15:40:32,17.0151,54.0924,82.4,74,0,9.22
436,Costinesti,RO,2021-04-10 15:44:41,43.95,28.6333,50.0,46,0,14.97
437,Severo-Yeniseyskiy,RU,2021-04-10 15:44:41,60.3725,93.0408,8.87,96,23,3.8
438,Cabo San Lucas,MX,2021-04-10 15:44:30,22.8909,-109.9124,71.01,78,75,4.61
439,Sembakung,ID,2021-04-10 15:44:42,3.8167,117.25,73.54,94,82,1.05
440,Chengde,CN,2021-04-10 15:44:42,40.9725,117.9361,54.16,51,89,5.08
441,Nuuk,GL,2021-04-10 15:41:01,64.1835,-51.7216,30.2,100,90,6.91
442,Bartica,GY,2021-04-10 15:44:42,6.4,-58.6167,82.4,78,75,4.61
443,Formosa,AR,2021-04-10 15:40:55,-26.1775,-58.1781,89.6,58,0,10.36
444,Nova Vicosa,BR,2021-04-10 15:44:43,-17.8919,-39.3719,81.55,63,34,9.44
445,Sambava,MG,2021-04-10 15:44:43,-14.2667,50.1667,77.29,87,100,7.11
446,Goalpara,IN,2021-04-10 15:44:43,26.1667,90.6167,81.97,43,1,1.7
447,Balagansk,RU,2021-04-10 15:44:44,54.0103,103.0544,22.64,85,91,7.09
448,Margate,GB,2021-04-10 15:44:44,51.3813,1.3862,45.0,84,100,4.0
449,Adeje,ES,2021-04-10 15:44:44,28.1227,-16.726,73.0,60,40,12.66
450,Hovd,MN,2021-04-10 15:44:44,48.0056,91.6419,33.12,57,100,0.96
451,Innisfail,AU,2021-04-10 15:44:45,-17.5333,146.0333,74.07,89,56,4.36
452,Kaoma,ZM,2021-04-10 15:44:45,-14.7833,24.8,70.81,57,5,4.65
453,Pathein,MM,2021-04-10 15:44:45,16.7833,94.7333,79.05,78,3,5.75
454,Pervomayskoye,RU,2021-04-10 15:44:46,43.919,46.7102,55.67,61,96,9.31
455,Marzuq,YE,2021-04-10 15:44:46,14.4,46.4667,72.84,35,2,11.54
456,Road Town,VG,2021-04-10 15:40:55,18.4167,-64.6167,82.4,51,20,9.22
457,Mattru,SL,2021-04-10 15:44:46,7.6244,-11.8332,88.59,58,100,5.26
458,Kangaatsiaq,GL,2021-04-10 15:44:47,68.3065,-53.4641,21.65,77,100,0.29
459,Ixtapa,MX,2021-04-10 15:44:47,20.7,-105.2,77.0,69,20,4.27
460,Lakes Entrance,AU,2021-04-10 15:44:47,-37.8811,147.981,46.99,83,89,3.0
461,Namatanai,PG,2021-04-10 15:44:48,-3.6667,152.4333,78.33,85,100,8.21
462,Marawi,PH,2021-04-10 15:44:48,7.9986,124.2928,79.0,88,100,7.0
463,Okahandja,NA,2021-04-10 15:44:48,-21.9833,16.9167,80.6,26,1,8.05
464,Luangwa,ZM,2021-04-10 15:44:48,-15.6167,30.4167,74.44,54,1,1.88
465,Riyadh,SA,2021-04-10 15:40:27,24.6877,46.7219,96.8,7,40,10.36
466,Rio Do Sul,BR,2021-04-10 15:44:25,-27.2142,-49.6431,91.0,57,16,1.01
467,Turukhansk,RU,2021-04-10 15:44:49,65.8167,87.9833,32.85,92,100,17.63
468,Nyuksenitsa,RU,2021-04-10 15:44:49,60.4128,44.2397,39.04,76,14,10.49
469,Aykhal,RU,2021-04-10 15:41:34,66.0,111.5,-7.91,100,82,8.39
470,Enid,US,2021-04-10 15:42:05,36.3956,-97.8784,52.0,58,1,19.57
471,Kargasok,RU,2021-04-10 15:44:50,59.0556,80.8572,30.72,91,27,5.88
472,Alekseyevsk,RU,2021-04-10 15:44:50,57.8406,108.3492,6.22,96,99,1.72
473,Bathsheba,BB,2021-04-10 15:44:50,13.2167,-59.5167,80.6,61,20,10.36
474,Atasu,KZ,2021-04-10 15:44:51,48.6814,71.6433,48.04,67,96,28.74
475,Santa Helena De Goias,BR,2021-04-10 15:44:51,-17.8136,-50.5969,85.53,36,0,8.48
476,Ivanteyevka,RU,2021-04-10 15:44:51,55.9711,37.9208,51.8,32,0,8.95
477,Dmitriyevka,RU,2021-04-10 15:44:51,54.75,55.3333,57.2,51,0,4.47
478,Chimbote,PE,2021-04-10 15:44:52,-9.0853,-78.5783,72.68,78,97,8.16
479,Saint-Louis,SN,2021-04-10 15:44:52,16.3333,-15.0,107.6,12,0,9.69
480,Mayskiy,RU,2021-04-10 15:44:52,47.6931,40.1025,53.6,43,20,8.95
481,Broken Hill,AU,2021-04-10 15:40:07,-31.95,141.4333,55.4,58,0,18.41
482,Padang,ID,2021-04-10 15:44:53,-0.9492,100.3543,77.0,94,40,2.3
483,Atar,MR,2021-04-10 15:44:53,20.5169,-13.0499,99.09,10,0,10.4
484,Matagami,CA,2021-04-10 15:44:53,49.7502,-77.6328,62.6,63,1,16.11
485,Gavle,SE,2021-04-10 15:44:54,60.6745,17.1417,48.99,23,51,11.01
486,Dickinson,US,2021-04-10 15:44:54,29.4608,-95.0513,73.0,88,90,17.27
487,Sungaipenuh,ID,2021-04-10 15:44:54,-2.0833,101.3833,65.21,95,100,2.26
488,Stornoway,GB,2021-04-10 15:44:54,58.2093,-6.3865,41.0,65,20,5.75
489,Qaqortoq,GL,2021-04-10 15:43:03,60.7167,-46.0333,42.8,61,75,5.75
490,Galveston,US,2021-04-10 15:44:49,29.3669,-94.9669,75.2,88,90,16.96
491,Bandarbeyla,SO,2021-04-10 15:44:55,9.4942,50.8122,80.26,69,16,10.74
492,Bandora,IN,2021-04-10 15:44:55,15.4,73.9667,86.0,62,40,6.91
493,Marienberg,DE,2021-04-10 15:44:55,50.65,13.1667,48.99,80,100,2.46
494,Gayeri,BF,2021-04-10 15:44:56,12.6497,0.4931,106.7,4,66,10.07
495,Effingham,US,2021-04-10 15:44:56,32.3669,-81.3332,75.2,69,1,6.91
496,Bousso,TD,2021-04-10 15:44:56,10.4795,16.7117,105.42,9,100,8.9
497,Lagos,NG,2021-04-10 15:41:35,6.5833,3.75,91.4,62,75,9.22
498,Moa,CU,2021-04-10 15:44:57,20.6569,-74.9403,81.52,60,100,10.87
499,Olavarria,AR,2021-04-10 15:44:57,-36.8927,-60.3225,61.0,96,100,5.01
500,Yumbe,UG,2021-04-10 15:44:57,3.4651,31.2469,67.48,82,96,4.7
501,Tucuman,AR,2021-04-10 15:40:22,-26.8241,-65.2226,69.8,94,90,9.22
502,Pitea,SE,2021-04-10 15:44:58,65.3172,21.4794,33.8,80,20,5.75
503,Krasnoselkup,RU,2021-04-10 15:40:22,65.7,82.4667,32.47,98,100,14.05
504,Ballina,AU,2021-04-10 15:44:58,-28.8667,153.5667,68.0,68,10,5.75
505,Limoges,FR,2021-04-10 15:44:58,45.75,1.3333,57.0,76,90,9.22
506,Kichera,RU,2021-04-10 15:44:59,55.9375,110.0997,10.36,79,16,7.31
507,Montepuez,MZ,2021-04-10 15:44:59,-13.1256,38.9997,71.22,88,94,4.72
508,Langfang,CN,2021-04-10 15:44:59,39.5097,116.6947,64.0,43,65,10.51
509,Sheridan,US,2021-04-10 15:43:13,44.8333,-106.9173,57.0,40,1,3.44
510,Faro,PT,2021-04-10 15:44:17,37.0194,-7.9322,66.2,82,20,11.5
511,Icatu,BR,2021-04-10 15:45:00,-2.7758,-44.0658,89.6,66,40,12.66
512,Hutchinson,US,2021-04-10 15:40:06,38.0608,-97.9298,51.01,61,90,12.66
513,Neryungri,RU,2021-04-10 15:45:00,56.6709,124.6491,1.63,96,97,5.77
514,Santa Isabel Do Rio Negro,BR,2021-04-10 15:45:00,-0.4139,-65.0192,90.03,52,84,4.47
515,Port Macquarie,AU,2021-04-10 15:45:01,-31.4333,152.9167,57.0,91,4,5.46
516,Ayagoz,KZ,2021-04-10 15:45:01,47.9714,80.4392,43.27,51,3,14.67
517,Kirando,TZ,2021-04-10 15:45:01,-7.4167,30.6,71.31,83,100,3.85
518,Hanzhong,CN,2021-04-10 15:45:02,33.0728,107.0303,53.67,88,100,1.86
519,Flinders,AU,2021-04-10 15:45:02,-34.5833,150.8552,61.0,62,0,4.0
520,Ust-Koksa,RU,2021-04-10 15:45:03,50.2696,85.6108,29.82,86,3,2.82
521,Bilma,NE,2021-04-10 15:45:03,18.6853,12.9164,100.76,3,32,11.56
522,Abu Zabad,SD,2021-04-10 15:45:04,12.35,29.25,93.38,6,97,10.92
523,High Rock,BS,2021-04-10 15:45:04,26.6208,-78.2833,78.8,65,75,17.31
524,Songkhla,TH,2021-04-10 15:45:04,6.8333,100.6667,82.4,89,20,3.44
525,Marica,BR,2021-04-10 15:43:07,-22.9194,-42.8186,86.0,54,0,6.91
526,Labuhan,ID,2021-04-10 15:45:05,-6.8844,112.2051,79.29,85,84,3.22
527,Balabac,PH,2021-04-10 15:45:05,7.9868,117.0645,80.4,80,100,9.6
528,Prokudskoye,RU,2021-04-10 15:45:05,55.0089,82.4574,37.4,56,0,6.71
529,Camacha,PT,2021-04-10 15:45:06,33.0833,-16.3333,68.0,77,20,12.66
530,Tamiahua,MX,2021-04-10 15:45:06,21.2667,-97.45,88.63,53,0,15.93
531,Kamenka,RU,2021-04-10 15:45:06,51.3223,42.7678,38.75,90,100,11.92
532,Palmer,US,2021-04-10 15:44:16,42.1584,-72.3287,66.99,55,40,5.75
533,Tyrma,RU,2021-04-10 15:45:06,50.0833,132.1667,37.49,73,100,3.31
534,San Cristobal,VE,2021-04-10 15:45:07,7.7669,-72.225,84.2,51,40,18.41
535,Nagato,JP,2021-04-10 15:45:07,34.3833,131.2,51.8,66,0,6.91
536,Novominskaya,RU,2021-04-10 15:45:07,46.3163,38.9586,47.89,75,95,4.85
537,Inta,RU,2021-04-10 15:45:08,66.0317,60.1659,37.4,63,32,21.21
538,Nagaur,IN,2021-04-10 15:45:08,27.2,73.7333,85.46,7,3,10.98
539,Tual,ID,2021-04-10 15:45:08,-5.6667,132.75,82.83,70,100,6.71
540,Thai Nguyen,VN,2021-04-10 15:45:09,21.5928,105.8442,68.0,100,75,4.61
541,Sorland,NO,2021-04-10 15:45:09,67.667,12.6934,38.05,66,81,23.85
542,Anshun,CN,2021-04-10 15:45:09,26.25,105.9333,50.07,97,100,4.27
543,Mogwase,ZA,2021-04-10 15:45:09,-25.185,27.2665,78.31,24,0,4.27
544,Birjand,IR,2021-04-10 15:45:10,32.8663,59.2211,75.2,7,20,6.91
545,Haines Junction,CA,2021-04-10 15:45:10,60.7522,-137.5108,-7.6,45,99,5.75
546,Inhapim,BR,2021-04-10 15:45:10,-19.5492,-42.12,80.6,50,0,3.44
547,Batagay-Alyta,RU,2021-04-10 15:45:11,67.8006,130.4114,-18.9,86,82,6.91
548,Jacareacanga,BR,2021-04-10 15:45:11,-6.2222,-57.7528,85.05,69,92,3.65
549,Leninskoye,KZ,2021-04-10 15:45:11,41.7589,69.3864,66.2,37,0,4.61
550,Tignere,CM,2021-04-10 15:45:12,7.3667,12.65,88.3,25,89,7.0
551,Santiago,CL,2021-04-10 15:45:12,-33.4569,-70.6483,66.99,62,75,4.61
552,Wangkui,CN,2021-04-10 15:45:12,46.8333,126.5,52.92,42,100,4.61
553,Souris,CA,2021-04-10 15:45:13,49.6172,-100.2612,51.01,41,40,3.44
554,Iskateley,RU,2021-04-10 15:45:13,67.6803,53.1512,37.85,81,100,23.29
555,Coahuayana,MX,2021-04-10 15:45:13,18.7333,-103.6833,71.6,49,1,4.47
556,Baculin,PH,2021-04-10 15:45:13,7.4525,126.5842,77.41,88,77,7.14
557,Doha,QA,2021-04-10 15:42:13,25.2867,51.5333,79.0,78,0,8.05
558,Vao,NC,2021-04-10 15:45:14,-22.6667,167.4833,78.08,88,100,39.93
559,Cuamba,MZ,2021-04-10 15:45:14,-14.8031,36.5372,69.58,87,100,3.89
560,Rawatbhata,IN,2021-04-10 15:45:14,24.9333,75.5833,86.67,11,29,4.21
561,Sola,VU,2021-04-10 15:45:15,-13.8833,167.55,77.0,100,90,7.61
562,Coffs Harbour,AU,2021-04-10 15:42:12,-30.3,153.1333,62.6,77,0,3.44
563,Luwuk,ID,2021-04-10 15:45:15,-0.9516,122.7875,78.48,85,100,2.48
564,Sakakah,SA,2021-04-10 15:45:15,29.9697,40.2064,71.6,20,0,18.41
565,Damghan,IR,2021-04-10 15:45:16,36.1683,54.348,74.48,21,41,6.02
